# t[days] FUV NUV
0.50000 27.652 25.572 
0.60000 28.150 25.828 
0.70000 28.702 26.141 
0.80000 29.276 26.482 
0.90000 29.855 26.835 
1.00000 30.484 27.224 
1.10000 31.213 27.676 
1.20000 31.946 28.135 
1.30000 32.681 28.601 
1.40000 33.418 29.073 
1.50000 34.159 29.551 
1.60000 34.899 30.031 
1.70000 35.639 30.515 
1.80000 36.378 30.999 
1.90000 37.114 31.485 
2.00000 37.847 31.969 
2.10000 38.576 32.453 
2.20000 39.301 32.936 
2.30000 40.021 33.416 
2.40000 40.784 33.924 
2.50000 41.645 34.497 
2.60000 42.511 35.073 
2.70000 43.378 35.651 
2.80000 44.248 36.232 
2.90000 45.119 36.815 
3.00000 45.990 37.398 
3.10000 46.860 37.982 
3.20000 47.730 38.566 
3.30000 48.599 39.150 
3.40000 49.466 39.734 
3.50000 50.332 40.317 
3.60000 51.195 40.899 
3.70000 52.056 41.480 
3.80000 52.914 42.059 
3.90000 53.769 42.637 
4.00000 54.621 43.213 
4.10000 55.470 43.787 
4.20000 56.316 44.360 
4.30000 57.160 44.931 
4.40000 58.000 45.500 
4.50000 58.836 46.067 
4.60000 59.670 46.633 
4.70000 60.501 47.196 
4.80000 61.329 47.758 
4.90000 62.153 48.318 
5.00000 62.974 48.876 
5.10000 63.793 49.432 
5.20000 64.608 49.987 
5.30000 65.421 50.540 
5.40000 66.231 51.091 
5.50000 67.038 51.640 
5.60000 67.843 52.188 
5.70000 68.645 52.734 
5.80000 69.444 53.279 
5.90000 70.241 53.822 
6.00000 71.036 54.363 
6.10000 71.828 54.904 
6.20000 72.618 55.442 
6.30000 73.405 55.979 
6.40000 74.190 56.515 
6.50000 74.973 57.050 
6.60000 75.754 57.583 
6.70000 76.533 58.114 
6.80000 77.309 58.645 
6.90000 78.084 59.174 
7.00000 78.856 59.702 
7.10000 79.627 60.229 
7.20000 80.396 60.754 
7.30000 81.163 61.279 
7.40000 81.928 61.802 
7.50000 82.691 62.324 
7.60000 83.453 62.845 
7.70000 84.213 63.365 
7.80000 84.971 63.884 
7.90000 85.727 64.402 
8.00000 86.482 64.919 
8.10000 87.236 65.435 
8.20000 87.987 65.949 
8.30000 88.737 66.463 
8.40000 89.486 66.976 
8.50000 90.233 67.488 
8.60000 90.979 67.999 
8.70000 91.723 68.509 
8.80000 92.466 69.018 
8.90000 93.207 69.527 
9.00000 93.947 70.034 
9.10000 94.686 70.541 
9.20000 95.423 71.046 
9.30000 96.159 71.551 
9.40000 96.894 72.055 
9.50000 97.628 72.558 
9.60000 98.360 73.061 
9.70000 99.091 73.562 
9.80000 99.820 74.063 
9.90000 100.549 74.563 
10.00000 101.276 75.063 
