# t[days] FUV NUV
0.50000 35.829 30.659 
0.60000 36.849 31.261 
0.70000 37.796 31.832 
0.80000 38.739 32.410 
0.90000 39.682 32.995 
1.00000 40.570 33.550 
1.10000 41.414 34.082 
1.20000 42.227 34.598 
1.30000 43.016 35.103 
1.40000 43.787 35.599 
1.50000 44.537 36.084 
1.60000 45.263 36.556 
1.70000 45.965 37.014 
1.80000 46.640 37.455 
1.90000 47.290 37.881 
2.00000 47.917 38.293 
2.10000 48.526 38.694 
2.20000 49.121 39.087 
2.30000 49.706 39.474 
2.40000 50.283 39.856 
2.50000 50.855 40.236 
2.60000 51.423 40.615 
2.70000 51.989 40.993 
2.80000 52.555 41.371 
2.90000 53.120 41.750 
3.00000 53.686 42.130 
3.10000 54.254 42.513 
3.20000 54.825 42.897 
3.30000 55.398 43.284 
3.40000 55.975 43.674 
3.50000 56.556 44.067 
3.60000 57.141 44.464 
3.70000 57.729 44.863 
3.80000 58.320 45.264 
3.90000 58.914 45.668 
4.00000 59.511 46.074 
4.10000 60.110 46.482 
4.20000 60.711 46.891 
4.30000 61.314 47.303 
4.40000 61.918 47.715 
4.50000 62.525 48.129 
4.60000 63.132 48.544 
4.70000 63.741 48.961 
4.80000 64.351 49.378 
4.90000 64.962 49.796 
5.00000 65.573 50.214 
5.10000 66.185 50.633 
5.20000 66.796 51.052 
5.30000 67.443 51.494 
5.40000 68.302 52.080 
5.50000 69.164 52.667 
5.60000 70.029 53.257 
5.70000 70.897 53.849 
5.80000 71.767 54.443 
5.90000 72.640 55.039 
6.00000 73.515 55.636 
6.10000 74.391 56.235 
6.20000 75.270 56.836 
6.30000 76.150 57.438 
6.40000 77.032 58.040 
6.50000 77.914 58.644 
6.60000 78.798 59.249 
6.70000 79.683 59.855 
6.80000 80.569 60.461 
6.90000 81.455 61.068 
7.00000 82.342 61.675 
7.10000 83.229 62.283 
7.20000 84.117 62.891 
7.30000 85.004 63.500 
7.40000 85.892 64.108 
7.50000 86.780 64.717 
7.60000 87.667 65.325 
7.70000 88.554 65.934 
7.80000 89.441 66.542 
7.90000 90.327 67.150 
8.00000 91.213 67.758 
8.10000 92.098 68.365 
8.20000 92.982 68.972 
8.30000 93.865 69.579 
8.40000 94.747 70.185 
8.50000 95.628 70.790 
8.60000 96.509 71.394 
8.70000 97.387 71.998 
8.80000 98.265 72.601 
8.90000 99.141 73.203 
9.00000 100.016 73.804 
9.10000 100.890 74.405 
9.20000 101.761 75.004 
9.30000 102.632 75.602 
9.40000 103.500 76.199 
9.50000 104.367 76.795 
9.60000 105.232 77.390 
9.70000 106.095 77.983 
9.80000 106.956 78.576 
9.90000 107.815 79.167 
10.00000 108.672 79.756 
