# t[days] FUV NUV
0.50000 33.720 29.853 
0.60000 34.893 30.555 
0.70000 35.903 31.163 
0.80000 36.820 31.720 
0.90000 37.679 32.249 
1.00000 38.500 32.760 
1.10000 39.294 33.259 
1.20000 40.060 33.745 
1.30000 40.794 34.213 
1.40000 41.494 34.661 
1.50000 42.161 35.091 
1.60000 42.805 35.507 
1.70000 43.435 35.916 
1.80000 44.060 36.324 
1.90000 44.683 36.733 
2.00000 45.311 37.147 
2.10000 45.944 37.565 
2.20000 46.581 37.989 
2.30000 47.223 38.416 
2.40000 47.869 38.848 
2.50000 48.519 39.284 
2.60000 49.174 39.723 
2.70000 49.832 40.166 
2.80000 50.494 40.612 
2.90000 51.158 41.061 
3.00000 51.825 41.512 
3.10000 52.494 41.965 
3.20000 53.164 42.420 
3.30000 53.836 42.876 
3.40000 54.509 43.333 
3.50000 55.182 43.791 
3.60000 55.855 44.249 
3.70000 56.709 44.827 
3.80000 57.633 45.452 
3.90000 58.562 46.082 
4.00000 59.496 46.715 
4.10000 60.434 47.351 
4.20000 61.376 47.990 
4.30000 62.320 48.631 
4.40000 63.267 49.275 
4.50000 64.217 49.921 
4.60000 65.168 50.568 
4.70000 66.121 51.216 
4.80000 67.074 51.866 
4.90000 68.029 52.516 
5.00000 68.984 53.167 
5.10000 69.939 53.819 
5.20000 70.894 54.470 
5.30000 71.849 55.122 
5.40000 72.804 55.774 
5.50000 73.757 56.425 
5.60000 74.710 57.076 
5.70000 75.662 57.726 
5.80000 76.612 58.376 
5.90000 77.561 59.025 
6.00000 78.508 59.673 
6.10000 79.454 60.319 
6.20000 80.397 60.965 
6.30000 81.339 61.609 
6.40000 82.278 62.253 
6.50000 83.216 62.895 
6.60000 84.152 63.535 
6.70000 85.085 64.175 
6.80000 86.016 64.813 
6.90000 86.946 65.450 
7.00000 87.873 66.085 
7.10000 88.798 66.719 
7.20000 89.720 67.352 
7.30000 90.640 67.983 
7.40000 91.558 68.612 
7.50000 92.474 69.241 
7.60000 93.388 69.867 
7.70000 94.298 70.492 
7.80000 95.207 71.116 
7.90000 96.113 71.738 
8.00000 97.017 72.358 
8.10000 97.919 72.977 
8.20000 98.819 73.595 
8.30000 99.716 74.211 
8.40000 100.611 74.826 
8.50000 101.504 75.439 
8.60000 102.394 76.051 
8.70000 103.283 76.662 
8.80000 104.169 77.271 
8.90000 105.054 77.879 
9.00000 105.936 78.485 
9.10000 106.817 79.090 
9.20000 107.695 79.694 
9.30000 108.571 80.296 
9.40000 109.446 80.898 
9.50000 110.318 81.498 
9.60000 111.189 82.096 
9.70000 112.058 82.694 
9.80000 112.924 83.290 
9.90000 113.789 83.885 
10.00000 114.653 84.479 
