# t[days] FUV NUV
0.50000 26.163 24.226 
0.60000 26.537 24.400 
0.70000 26.933 24.607 
0.80000 27.357 24.846 
0.90000 27.813 25.116 
1.00000 28.292 25.409 
1.10000 28.783 25.716 
1.20000 29.279 26.030 
1.30000 29.835 26.381 
1.40000 30.506 26.803 
1.50000 31.179 27.228 
1.60000 31.843 27.651 
1.70000 32.505 28.075 
1.80000 33.157 28.495 
1.90000 33.808 28.916 
2.00000 34.452 29.334 
2.10000 35.094 29.752 
2.20000 35.731 30.169 
2.30000 36.364 30.584 
2.40000 36.995 30.999 
2.50000 37.620 31.412 
2.60000 38.243 31.824 
2.70000 38.862 32.234 
2.80000 39.477 32.643 
2.90000 40.090 33.050 
3.00000 40.698 33.456 
3.10000 41.305 33.861 
3.20000 41.905 34.263 
3.30000 42.504 34.664 
3.40000 43.099 35.063 
3.50000 43.690 35.460 
3.60000 44.279 35.856 
3.70000 44.862 36.249 
3.80000 45.444 36.641 
3.90000 46.130 37.100 
4.00000 46.816 37.561 
4.10000 47.502 38.022 
4.20000 48.189 38.484 
4.30000 48.877 38.947 
4.40000 49.564 39.410 
4.50000 50.251 39.873 
4.60000 50.938 40.336 
4.70000 51.625 40.800 
4.80000 52.311 41.263 
4.90000 52.996 41.726 
5.00000 53.680 42.189 
5.10000 54.364 42.651 
5.20000 55.046 43.113 
5.30000 55.728 43.574 
5.40000 56.408 44.035 
5.50000 57.086 44.495 
5.60000 57.763 44.954 
5.70000 58.439 45.413 
5.80000 59.114 45.870 
5.90000 59.786 46.327 
6.00000 60.458 46.783 
6.10000 61.128 47.238 
6.20000 61.796 47.692 
6.30000 62.462 48.145 
6.40000 63.127 48.598 
6.50000 63.791 49.049 
6.60000 64.453 49.499 
6.70000 65.113 49.949 
6.80000 65.772 50.397 
6.90000 66.429 50.844 
7.00000 67.084 51.291 
7.10000 67.738 51.736 
7.20000 68.390 52.180 
7.30000 69.040 52.624 
7.40000 69.689 53.066 
7.50000 70.336 53.507 
7.60000 70.982 53.948 
7.70000 71.626 54.387 
7.80000 72.269 54.826 
7.90000 72.910 55.264 
8.00000 73.550 55.700 
8.10000 74.188 56.136 
8.20000 74.825 56.571 
8.30000 75.461 57.005 
8.40000 76.095 57.438 
8.50000 76.727 57.871 
8.60000 77.359 58.302 
8.70000 77.989 58.733 
8.80000 78.618 59.163 
8.90000 79.245 59.592 
9.00000 79.871 60.020 
9.10000 80.496 60.448 
9.20000 81.120 60.874 
9.30000 81.742 61.300 
9.40000 82.364 61.725 
9.50000 82.984 62.149 
9.60000 83.602 62.573 
9.70000 84.220 62.996 
9.80000 84.837 63.418 
9.90000 85.452 63.839 
10.00000 86.066 64.260 
