# t[days] FUV NUV
0.50000 31.979 28.476 
0.60000 32.399 28.648 
0.70000 32.850 28.860 
0.80000 33.316 29.097 
0.90000 33.796 29.354 
1.00000 34.296 29.633 
1.10000 34.821 29.936 
1.20000 35.372 30.263 
1.30000 35.941 30.607 
1.40000 36.522 30.964 
1.50000 37.111 31.329 
1.60000 37.702 31.699 
1.70000 38.294 32.072 
1.80000 38.883 32.446 
1.90000 39.466 32.817 
2.00000 40.045 33.188 
2.10000 40.621 33.558 
2.20000 41.195 33.927 
2.30000 41.770 34.300 
2.40000 42.349 34.676 
2.50000 42.934 35.057 
2.60000 43.528 35.446 
2.70000 44.131 35.843 
2.80000 44.744 36.247 
2.90000 45.365 36.658 
3.00000 45.994 37.075 
3.10000 46.630 37.498 
3.20000 47.273 37.926 
3.30000 47.922 38.359 
3.40000 48.576 38.796 
3.50000 49.236 39.238 
3.60000 49.900 39.684 
3.70000 50.569 40.133 
3.80000 51.242 40.586 
3.90000 51.918 41.042 
4.00000 52.598 41.500 
4.10000 53.281 41.961 
4.20000 53.967 42.424 
4.30000 54.655 42.890 
4.40000 55.345 43.357 
4.50000 56.038 43.827 
4.60000 56.732 44.298 
4.70000 57.427 44.770 
4.80000 58.124 45.242 
4.90000 58.890 45.762 
5.00000 59.671 46.292 
5.10000 60.455 46.824 
5.20000 61.242 47.359 
5.30000 62.032 47.896 
5.40000 62.825 48.436 
5.50000 63.620 48.977 
5.60000 64.417 49.519 
5.70000 65.217 50.063 
5.80000 66.017 50.609 
5.90000 66.820 51.156 
6.00000 67.623 51.704 
6.10000 68.428 52.252 
6.20000 69.233 52.802 
6.30000 70.039 53.352 
6.40000 70.845 53.902 
6.50000 71.652 54.453 
6.60000 72.459 55.005 
6.70000 73.265 55.556 
6.80000 74.072 56.107 
6.90000 74.878 56.658 
7.00000 75.684 57.209 
7.10000 76.489 57.760 
7.20000 77.294 58.310 
7.30000 78.097 58.860 
7.40000 78.900 59.410 
7.50000 79.702 59.959 
7.60000 80.503 60.507 
7.70000 81.303 61.055 
7.80000 82.101 61.602 
7.90000 82.899 62.149 
8.00000 83.695 62.694 
8.10000 84.491 63.239 
8.20000 85.285 63.784 
8.30000 86.078 64.327 
8.40000 86.869 64.870 
8.50000 87.659 65.411 
8.60000 88.448 65.952 
8.70000 89.235 66.492 
8.80000 90.020 67.031 
8.90000 90.805 67.569 
9.00000 91.587 68.106 
9.10000 92.368 68.642 
9.20000 93.147 69.177 
9.30000 93.925 69.711 
9.40000 94.701 70.244 
9.50000 95.475 70.775 
9.60000 96.248 71.306 
9.70000 97.019 71.835 
9.80000 97.788 72.363 
9.90000 98.555 72.890 
10.00000 99.320 73.416 
