# t[days] FUV NUV
0.50000 34.639 30.257 
0.60000 35.101 30.462 
0.70000 35.495 30.637 
0.80000 35.801 30.767 
0.90000 36.031 30.854 
1.00000 36.236 30.932 
1.10000 36.448 31.023 
1.20000 36.689 31.139 
1.30000 36.965 31.284 
1.40000 37.268 31.453 
1.50000 37.590 31.638 
1.60000 37.925 31.836 
1.70000 38.269 32.042 
1.80000 38.619 32.255 
1.90000 38.968 32.470 
2.00000 39.312 32.683 
2.10000 39.647 32.892 
2.20000 39.971 33.094 
2.30000 40.281 33.288 
2.40000 40.575 33.473 
2.50000 40.853 33.647 
2.60000 41.117 33.812 
2.70000 41.372 33.973 
2.80000 41.622 34.130 
2.90000 41.871 34.288 
3.00000 42.121 34.447 
3.10000 42.375 34.610 
3.20000 42.635 34.778 
3.30000 42.904 34.951 
3.40000 43.181 35.132 
3.50000 43.469 35.321 
3.60000 43.767 35.516 
3.70000 44.072 35.718 
3.80000 44.386 35.926 
3.90000 44.707 36.139 
4.00000 45.034 36.357 
4.10000 45.367 36.579 
4.20000 45.705 36.805 
4.30000 46.048 37.035 
4.40000 46.385 37.261 
4.50000 46.430 37.298 
4.60000 46.338 37.246 
4.70000 46.305 37.232 
4.80000 46.317 37.248 
4.90000 46.366 37.288 
5.00000 46.446 37.348 
5.10000 46.550 37.424 
5.20000 46.675 37.514 
5.30000 46.818 37.616 
5.40000 46.976 37.728 
5.50000 47.148 37.848 
5.60000 47.415 38.031 
5.70000 47.889 38.349 
5.80000 48.366 38.669 
5.90000 48.847 38.992 
6.00000 49.330 39.317 
6.10000 49.817 39.645 
6.20000 50.307 39.975 
6.30000 50.799 40.307 
6.40000 51.294 40.641 
6.50000 51.792 40.977 
6.60000 52.292 41.315 
6.70000 52.794 41.654 
6.80000 53.298 41.995 
6.90000 53.804 42.337 
7.00000 54.312 42.681 
7.10000 54.821 43.026 
7.20000 55.331 43.372 
7.30000 55.844 43.719 
7.40000 56.357 44.067 
7.50000 56.871 44.416 
7.60000 57.386 44.766 
7.70000 57.903 45.116 
7.80000 58.420 45.467 
7.90000 58.937 45.819 
8.00000 59.455 46.171 
8.10000 59.974 46.523 
8.20000 60.493 46.876 
8.30000 61.012 47.229 
8.40000 61.531 47.583 
8.50000 62.051 47.936 
8.60000 62.570 48.290 
8.70000 63.089 48.644 
8.80000 63.609 48.997 
8.90000 64.127 49.351 
9.00000 64.646 49.704 
9.10000 65.164 50.057 
9.20000 65.682 50.410 
9.30000 66.199 50.763 
9.40000 66.716 51.115 
9.50000 67.232 51.467 
9.60000 67.747 51.818 
9.70000 68.261 52.169 
9.80000 68.774 52.520 
9.90000 69.287 52.870 
10.00000 69.799 53.219 
