# t[days] FUV NUV
0.50000 49.008 40.109 
0.60000 50.083 40.739 
0.70000 51.149 41.382 
0.80000 52.167 42.004 
0.90000 53.119 42.592 
1.00000 54.009 43.145 
1.10000 54.843 43.666 
1.20000 55.630 44.160 
1.30000 56.374 44.630 
1.40000 57.079 45.076 
1.50000 57.754 45.505 
1.60000 58.405 45.921 
1.70000 59.036 46.325 
1.80000 59.652 46.722 
1.90000 60.257 47.112 
2.00000 60.852 47.498 
2.10000 61.439 47.880 
2.20000 62.020 48.260 
2.30000 62.595 48.636 
2.40000 63.164 49.011 
2.50000 63.730 49.383 
2.60000 64.292 49.755 
2.70000 64.850 50.124 
2.80000 65.405 50.493 
2.90000 65.959 50.861 
3.00000 66.507 51.227 
3.10000 67.051 51.589 
3.20000 67.587 51.948 
3.30000 68.118 52.303 
3.40000 68.640 52.653 
3.50000 69.154 52.998 
3.60000 69.659 53.337 
3.70000 70.155 53.670 
3.80000 70.642 53.998 
3.90000 71.120 54.319 
4.00000 71.587 54.633 
4.10000 72.047 54.943 
4.20000 72.499 55.248 
4.30000 72.946 55.549 
4.40000 73.389 55.848 
4.50000 73.827 56.143 
4.60000 74.262 56.438 
4.70000 74.696 56.731 
4.80000 75.128 57.023 
4.90000 75.559 57.315 
5.00000 75.991 57.608 
5.10000 76.422 57.901 
5.20000 76.855 58.194 
5.30000 77.289 58.489 
5.40000 77.725 58.785 
5.50000 78.163 59.083 
5.60000 78.604 59.383 
5.70000 79.046 59.685 
5.80000 79.491 59.988 
5.90000 79.937 60.292 
6.00000 80.386 60.598 
6.10000 80.837 60.906 
6.20000 81.290 61.215 
6.30000 81.744 61.526 
6.40000 82.201 61.838 
6.50000 82.660 62.152 
6.60000 83.120 62.467 
6.70000 83.583 62.783 
6.80000 84.048 63.101 
6.90000 84.514 63.421 
7.00000 84.983 63.742 
7.10000 85.453 64.064 
7.20000 85.925 64.388 
7.30000 86.399 64.713 
7.40000 86.875 65.040 
7.50000 87.353 65.368 
7.60000 87.832 65.697 
7.70000 88.313 66.027 
7.80000 88.796 66.359 
7.90000 89.280 66.691 
8.00000 89.766 67.025 
8.10000 90.253 67.360 
8.20000 90.741 67.695 
8.30000 91.231 68.032 
8.40000 91.722 68.370 
8.50000 92.213 68.708 
8.60000 92.707 69.047 
8.70000 93.200 69.387 
8.80000 93.696 69.728 
8.90000 94.192 70.069 
9.00000 94.689 70.411 
9.10000 95.187 70.754 
9.20000 95.685 71.098 
9.30000 96.185 71.442 
9.40000 96.686 71.787 
9.50000 97.186 72.132 
9.60000 97.688 72.478 
9.70000 98.191 72.824 
9.80000 98.694 73.171 
9.90000 99.198 73.518 
10.00000 99.703 73.866 
