# t[days] FUV NUV
0.50000 42.280 35.679 
0.60000 42.550 35.746 
0.70000 42.938 35.914 
0.80000 43.292 36.072 
0.90000 43.544 36.171 
1.00000 43.675 36.192 
1.10000 43.690 36.141 
1.20000 43.650 36.056 
1.30000 43.607 35.974 
1.40000 43.589 35.913 
1.50000 43.616 35.887 
1.60000 43.698 35.903 
1.70000 43.844 35.965 
1.80000 44.053 36.074 
1.90000 44.314 36.221 
2.00000 44.611 36.396 
2.10000 44.936 36.591 
2.20000 45.280 36.800 
2.30000 45.633 37.018 
2.40000 45.992 37.241 
2.50000 46.352 37.466 
2.60000 46.708 37.689 
2.70000 47.060 37.911 
2.80000 47.408 38.130 
2.90000 47.750 38.347 
3.00000 48.088 38.561 
3.10000 48.420 38.772 
3.20000 48.747 38.980 
3.30000 49.069 39.186 
3.40000 49.387 39.389 
3.50000 49.699 39.589 
3.60000 50.006 39.786 
3.70000 50.309 39.980 
3.80000 50.608 40.173 
3.90000 50.906 40.365 
4.00000 51.204 40.558 
4.10000 51.503 40.751 
4.20000 51.804 40.947 
4.30000 52.109 41.146 
4.40000 52.417 41.347 
4.50000 52.731 41.553 
4.60000 53.050 41.762 
4.70000 53.375 41.977 
4.80000 53.707 42.196 
4.90000 54.046 42.421 
5.00000 54.394 42.651 
5.10000 54.749 42.888 
5.20000 55.111 43.129 
5.30000 55.481 43.376 
5.40000 55.857 43.628 
5.50000 56.240 43.884 
5.60000 56.628 44.145 
5.70000 57.021 44.409 
5.80000 57.419 44.677 
5.90000 57.806 44.937 
6.00000 57.552 44.773 
6.10000 57.218 44.556 
6.20000 56.973 44.398 
6.30000 56.798 44.287 
6.40000 56.678 44.212 
6.50000 56.604 44.167 
6.60000 56.567 44.148 
6.70000 56.563 44.150 
6.80000 56.585 44.171 
6.90000 56.631 44.207 
7.00000 56.698 44.256 
7.10000 57.097 44.527 
7.20000 57.559 44.838 
7.30000 58.023 45.153 
7.40000 58.491 45.469 
7.50000 58.962 45.788 
7.60000 59.436 46.109 
7.70000 59.913 46.432 
7.80000 60.392 46.756 
7.90000 60.874 47.083 
8.00000 61.359 47.412 
8.10000 61.846 47.743 
8.20000 62.335 48.075 
8.30000 62.827 48.409 
8.40000 63.321 48.745 
8.50000 63.817 49.082 
8.60000 64.315 49.421 
8.70000 64.815 49.761 
8.80000 65.317 50.103 
8.90000 65.822 50.446 
9.00000 66.327 50.791 
9.10000 66.835 51.137 
9.20000 67.344 51.484 
9.30000 67.855 51.832 
9.40000 68.368 52.182 
9.50000 68.882 52.532 
9.60000 69.398 52.884 
9.70000 69.915 53.237 
9.80000 70.433 53.591 
9.90000 70.953 53.946 
10.00000 71.474 54.301 
