# t[days] FUV NUV
0.50000 36.675 31.752 
0.60000 37.728 32.364 
0.70000 38.647 32.902 
0.80000 39.446 33.371 
0.90000 40.161 33.791 
1.00000 40.812 34.175 
1.10000 41.423 34.539 
1.20000 42.009 34.890 
1.30000 42.581 35.235 
1.40000 43.147 35.582 
1.50000 43.713 35.931 
1.60000 44.282 36.285 
1.70000 44.853 36.644 
1.80000 45.430 37.009 
1.90000 46.012 37.380 
2.00000 46.597 37.755 
2.10000 47.185 38.133 
2.20000 47.772 38.513 
2.30000 48.357 38.892 
2.40000 48.940 39.271 
2.50000 49.518 39.648 
2.60000 50.091 40.023 
2.70000 50.659 40.396 
2.80000 51.222 40.766 
2.90000 51.780 41.133 
3.00000 52.332 41.497 
3.10000 52.877 41.857 
3.20000 53.417 42.214 
3.30000 53.951 42.567 
3.40000 54.480 42.918 
3.50000 55.005 43.267 
3.60000 55.529 43.615 
3.70000 56.051 43.963 
3.80000 56.574 44.311 
3.90000 57.098 44.661 
4.00000 57.624 45.013 
4.10000 58.153 45.368 
4.20000 58.686 45.725 
4.30000 59.223 46.086 
4.40000 59.764 46.450 
4.50000 60.309 46.817 
4.60000 60.858 47.187 
4.70000 61.411 47.560 
4.80000 61.966 47.936 
4.90000 62.524 48.313 
5.00000 63.085 48.693 
5.10000 63.649 49.075 
5.20000 64.215 49.459 
5.30000 64.783 49.845 
5.40000 65.353 50.232 
5.50000 65.925 50.620 
5.60000 66.499 51.011 
5.70000 67.075 51.402 
5.80000 67.652 51.795 
5.90000 68.230 52.189 
6.00000 68.810 52.584 
6.10000 69.391 52.981 
6.20000 69.973 53.378 
6.30000 70.556 53.776 
6.40000 71.140 54.175 
6.50000 71.725 54.574 
6.60000 72.311 54.975 
6.70000 72.897 55.376 
6.80000 73.485 55.778 
6.90000 74.073 56.180 
7.00000 74.661 56.583 
7.10000 75.251 56.987 
7.20000 75.840 57.390 
7.30000 76.430 57.795 
7.40000 77.020 58.199 
7.50000 77.610 58.604 
7.60000 78.200 59.008 
7.70000 78.790 59.413 
7.80000 79.380 59.818 
7.90000 79.969 60.222 
8.00000 80.558 60.626 
8.10000 81.146 61.030 
8.20000 81.734 61.434 
8.30000 82.321 61.837 
8.40000 82.988 62.294 
8.50000 83.722 62.797 
8.60000 84.457 63.301 
8.70000 85.194 63.806 
8.80000 85.932 64.311 
8.90000 86.671 64.818 
9.00000 87.411 65.326 
9.10000 88.153 65.834 
9.20000 88.895 66.343 
9.30000 89.638 66.853 
9.40000 90.382 67.364 
9.50000 91.127 67.875 
9.60000 91.872 68.386 
9.70000 92.618 68.898 
9.80000 93.364 69.411 
9.90000 94.111 69.923 
10.00000 94.858 70.436 
