# t[days] FUV NUV
0.50000 28.909 26.445 
0.60000 29.195 26.536 
0.70000 29.434 26.632 
0.80000 29.716 26.771 
0.90000 30.031 26.943 
1.00000 30.383 27.146 
1.10000 30.775 27.383 
1.20000 31.207 27.653 
1.30000 31.675 27.950 
1.40000 32.170 28.269 
1.50000 32.687 28.605 
1.60000 33.220 28.955 
1.70000 33.766 29.315 
1.80000 34.323 29.683 
1.90000 34.886 30.058 
2.00000 35.455 30.438 
2.10000 36.060 30.841 
2.20000 36.849 31.359 
2.30000 37.648 31.885 
2.40000 38.452 32.417 
2.50000 39.262 32.953 
2.60000 40.075 33.492 
2.70000 40.889 34.034 
2.80000 41.704 34.577 
2.90000 42.518 35.120 
3.00000 43.332 35.664 
3.10000 44.143 36.206 
3.20000 44.952 36.748 
3.30000 45.758 37.288 
3.40000 46.560 37.826 
3.50000 47.358 38.363 
3.60000 48.153 38.897 
3.70000 48.945 39.430 
3.80000 49.732 39.960 
3.90000 50.516 40.488 
4.00000 51.295 41.013 
4.10000 52.071 41.537 
4.20000 52.843 42.057 
4.30000 53.611 42.576 
4.40000 54.375 43.093 
4.50000 55.136 43.607 
4.60000 55.893 44.120 
4.70000 56.647 44.630 
4.80000 57.398 45.138 
4.90000 58.146 45.645 
5.00000 58.890 46.149 
5.10000 59.632 46.652 
5.20000 60.371 47.153 
5.30000 61.107 47.653 
5.40000 61.840 48.150 
5.50000 62.570 48.646 
5.60000 63.299 49.141 
5.70000 64.024 49.634 
5.80000 64.747 50.126 
5.90000 65.468 50.616 
6.00000 66.187 51.105 
6.10000 66.903 51.592 
6.20000 67.618 52.079 
6.30000 68.330 52.563 
6.40000 69.040 53.047 
6.50000 69.749 53.530 
6.60000 70.455 54.011 
6.70000 71.160 54.491 
6.80000 71.862 54.970 
6.90000 72.563 55.448 
7.00000 73.263 55.925 
7.10000 73.960 56.401 
7.20000 74.656 56.876 
7.30000 75.350 57.349 
7.40000 76.042 57.822 
7.50000 76.733 58.294 
7.60000 77.423 58.765 
7.70000 78.111 59.235 
7.80000 78.797 59.704 
7.90000 79.482 60.172 
8.00000 80.166 60.639 
8.10000 80.848 61.106 
8.20000 81.529 61.571 
8.30000 82.208 62.036 
8.40000 82.887 62.500 
8.50000 83.563 62.963 
8.60000 84.239 63.425 
8.70000 84.913 63.886 
8.80000 85.586 64.347 
8.90000 86.258 64.807 
9.00000 86.929 65.266 
9.10000 87.598 65.724 
9.20000 88.266 66.182 
9.30000 88.933 66.639 
9.40000 89.599 67.095 
9.50000 90.264 67.551 
9.60000 90.928 68.005 
9.70000 91.591 68.460 
9.80000 92.252 68.913 
9.90000 92.913 69.366 
10.00000 93.573 69.818 
