# t[days] FUV NUV
0.50000 39.884 34.177 
0.60000 40.395 34.412 
0.70000 40.990 34.724 
0.80000 41.628 35.079 
0.90000 42.285 35.459 
1.00000 42.949 35.851 
1.10000 43.610 36.248 
1.20000 44.259 36.642 
1.30000 44.886 37.025 
1.40000 45.488 37.395 
1.50000 46.062 37.749 
1.60000 46.606 38.085 
1.70000 47.119 38.401 
1.80000 47.603 38.701 
1.90000 48.066 38.987 
2.00000 48.510 39.262 
2.10000 48.941 39.530 
2.20000 49.361 39.791 
2.30000 49.772 40.048 
2.40000 50.176 40.301 
2.50000 50.576 40.552 
2.60000 50.972 40.802 
2.70000 51.366 41.051 
2.80000 51.758 41.300 
2.90000 52.150 41.550 
3.00000 52.542 41.800 
3.10000 52.935 42.052 
3.20000 53.328 42.305 
3.30000 53.723 42.559 
3.40000 54.120 42.816 
3.50000 54.519 43.074 
3.60000 54.919 43.334 
3.70000 55.321 43.596 
3.80000 55.724 43.859 
3.90000 56.130 44.124 
4.00000 56.537 44.391 
4.10000 56.946 44.659 
4.20000 57.357 44.930 
4.30000 57.771 45.202 
4.40000 58.185 45.475 
4.50000 58.601 45.750 
4.60000 59.018 46.026 
4.70000 59.436 46.302 
4.80000 59.854 46.579 
4.90000 60.271 46.856 
5.00000 60.688 47.133 
5.10000 61.104 47.410 
5.20000 61.519 47.686 
5.30000 61.934 47.962 
5.40000 62.346 48.236 
5.50000 62.757 48.510 
5.60000 63.166 48.783 
5.70000 63.573 49.055 
5.80000 63.978 49.326 
5.90000 64.381 49.595 
6.00000 64.782 49.863 
6.10000 65.181 50.130 
6.20000 65.579 50.396 
6.30000 65.976 50.662 
6.40000 66.372 50.927 
6.50000 66.767 51.192 
6.60000 67.161 51.456 
6.70000 67.554 51.720 
6.80000 67.947 51.984 
6.90000 68.340 52.248 
7.00000 68.733 52.512 
7.10000 69.125 52.776 
7.20000 69.518 53.040 
7.30000 69.911 53.305 
7.40000 70.304 53.570 
7.50000 70.698 53.835 
7.60000 71.092 54.101 
7.70000 71.486 54.367 
7.80000 71.881 54.633 
7.90000 72.277 54.901 
8.00000 72.674 55.169 
8.10000 73.071 55.437 
8.20000 73.470 55.707 
8.30000 73.869 55.977 
8.40000 74.270 56.248 
8.50000 74.671 56.520 
8.60000 75.074 56.793 
8.70000 75.478 57.066 
8.80000 75.883 57.341 
8.90000 76.289 57.617 
9.00000 76.697 57.893 
9.10000 77.106 58.171 
9.20000 77.517 58.450 
9.30000 77.929 58.730 
9.40000 78.343 59.011 
9.50000 78.758 59.293 
9.60000 79.174 59.576 
9.70000 79.592 59.861 
9.80000 80.012 60.146 
9.90000 80.434 60.433 
10.00000 80.857 60.721 
