# t[days] FUV NUV
0.50000 30.781 27.737 
0.60000 30.810 27.638 
0.70000 31.025 27.686 
0.80000 31.335 27.814 
0.90000 31.695 27.988 
1.00000 32.081 28.188 
1.10000 32.480 28.404 
1.20000 32.886 28.630 
1.30000 33.288 28.860 
1.40000 33.687 29.094 
1.50000 34.112 29.349 
1.60000 34.567 29.630 
1.70000 35.052 29.933 
1.80000 35.562 30.256 
1.90000 36.092 30.596 
2.00000 36.640 30.950 
2.10000 37.204 31.316 
2.20000 37.780 31.693 
2.30000 38.368 32.079 
2.40000 38.965 32.473 
2.50000 39.570 32.874 
2.60000 40.181 33.280 
2.70000 40.799 33.691 
2.80000 41.421 34.107 
2.90000 42.049 34.527 
3.00000 42.807 35.032 
3.10000 43.574 35.544 
3.20000 44.349 36.063 
3.30000 45.131 36.586 
3.40000 45.919 37.115 
3.50000 46.712 37.647 
3.60000 47.510 38.184 
3.70000 48.311 38.723 
3.80000 49.115 39.265 
3.90000 49.922 39.809 
4.00000 50.730 40.354 
4.10000 51.540 40.901 
4.20000 52.351 41.449 
4.30000 53.162 41.998 
4.40000 53.974 42.547 
4.50000 54.784 43.097 
4.60000 55.594 43.646 
4.70000 56.403 44.194 
4.80000 57.211 44.742 
4.90000 58.017 45.289 
5.00000 58.822 45.836 
5.10000 59.625 46.381 
5.20000 60.426 46.926 
5.30000 61.225 47.469 
5.40000 62.022 48.011 
5.50000 62.817 48.552 
5.60000 63.610 49.091 
5.70000 64.400 49.629 
5.80000 65.188 50.166 
5.90000 65.973 50.701 
6.00000 66.756 51.234 
6.10000 67.536 51.766 
6.20000 68.314 52.296 
6.30000 69.089 52.825 
6.40000 69.862 53.352 
6.50000 70.632 53.878 
6.60000 71.400 54.402 
6.70000 72.166 54.925 
6.80000 72.929 55.446 
6.90000 73.690 55.966 
7.00000 74.449 56.484 
7.10000 75.205 57.001 
7.20000 75.959 57.516 
7.30000 76.711 58.030 
7.40000 77.461 58.543 
7.50000 78.208 59.054 
7.60000 78.953 59.563 
7.70000 79.696 60.072 
7.80000 80.437 60.579 
7.90000 81.176 61.084 
8.00000 81.914 61.589 
8.10000 82.649 62.092 
8.20000 83.382 62.594 
8.30000 84.113 63.095 
8.40000 84.843 63.594 
8.50000 85.570 64.093 
8.60000 86.296 64.590 
8.70000 87.020 65.086 
8.80000 87.743 65.581 
8.90000 88.464 66.075 
9.00000 89.183 66.568 
9.10000 89.900 67.060 
9.20000 90.616 67.550 
9.30000 91.330 68.040 
9.40000 92.043 68.529 
9.50000 92.754 69.017 
9.60000 93.464 69.503 
9.70000 94.172 69.989 
9.80000 94.879 70.474 
9.90000 95.585 70.958 
10.00000 96.289 71.441 
