# t[days] FUV NUV
0.50000 30.934 27.924 
0.60000 32.546 28.930 
0.70000 34.203 29.982 
0.80000 35.814 31.015 
0.90000 37.343 32.002 
1.00000 38.771 32.926 
1.10000 40.098 33.787 
1.20000 41.328 34.585 
1.30000 42.463 35.323 
1.40000 43.514 36.006 
1.50000 44.494 36.643 
1.60000 45.408 37.237 
1.70000 46.261 37.792 
1.80000 47.065 38.314 
1.90000 47.823 38.807 
2.00000 48.539 39.272 
2.10000 49.222 39.716 
2.20000 49.870 40.138 
2.30000 50.494 40.544 
2.40000 51.094 40.934 
2.50000 51.673 41.312 
2.60000 52.235 41.678 
2.70000 52.782 42.035 
2.80000 53.315 42.383 
2.90000 53.836 42.724 
3.00000 54.347 43.058 
3.10000 54.849 43.388 
3.20000 55.343 43.712 
3.30000 55.832 44.033 
3.40000 56.313 44.350 
3.50000 56.790 44.665 
3.60000 57.261 44.976 
3.70000 57.728 45.284 
3.80000 58.190 45.590 
3.90000 58.648 45.893 
4.00000 59.102 46.195 
4.10000 59.552 46.493 
4.20000 59.999 46.791 
4.30000 60.443 47.086 
4.40000 60.883 47.379 
4.50000 61.320 47.670 
4.60000 61.753 47.958 
4.70000 62.182 48.245 
4.80000 62.607 48.529 
4.90000 63.027 48.810 
5.00000 63.444 49.088 
5.10000 63.855 49.364 
5.20000 64.263 49.637 
5.30000 64.666 49.907 
5.40000 65.063 50.173 
5.50000 65.457 50.437 
5.60000 65.846 50.698 
5.70000 66.230 50.956 
5.80000 66.611 51.212 
5.90000 66.987 51.464 
6.00000 67.360 51.715 
6.10000 67.730 51.964 
6.20000 68.097 52.211 
6.30000 68.461 52.456 
6.40000 68.822 52.699 
6.50000 69.181 52.941 
6.60000 69.538 53.182 
6.70000 69.893 53.421 
6.80000 70.246 53.659 
6.90000 70.597 53.896 
7.00000 70.946 54.132 
7.10000 71.295 54.367 
7.20000 71.641 54.602 
7.30000 71.987 54.836 
7.40000 72.332 55.069 
7.50000 72.676 55.302 
7.60000 73.019 55.534 
7.70000 73.362 55.767 
7.80000 73.704 55.999 
7.90000 74.046 56.231 
8.00000 74.389 56.463 
8.10000 74.730 56.694 
8.20000 75.072 56.927 
8.30000 75.414 57.159 
8.40000 75.756 57.392 
8.50000 76.098 57.624 
8.60000 76.442 57.858 
8.70000 76.785 58.091 
8.80000 77.129 58.325 
8.90000 77.473 58.560 
9.00000 77.818 58.795 
9.10000 78.164 59.031 
9.20000 78.511 59.267 
9.30000 78.859 59.504 
9.40000 79.208 59.742 
9.50000 79.557 59.981 
9.60000 79.908 60.221 
9.70000 80.260 60.461 
9.80000 80.613 60.702 
9.90000 80.967 60.944 
10.00000 81.323 61.187 
