# t[days] FUV NUV
0.50000 45.058 37.565 
0.60000 45.788 37.953 
0.70000 46.619 38.430 
0.80000 47.452 38.922 
0.90000 48.246 39.398 
1.00000 48.997 39.853 
1.10000 49.721 40.295 
1.20000 50.428 40.731 
1.30000 51.127 41.166 
1.40000 51.823 41.603 
1.50000 52.519 42.043 
1.60000 53.218 42.489 
1.70000 53.922 42.941 
1.80000 54.634 43.400 
1.90000 55.353 43.867 
2.00000 56.080 44.341 
2.10000 56.811 44.820 
2.20000 57.543 45.301 
2.30000 58.272 45.782 
2.40000 58.996 46.260 
2.50000 59.711 46.733 
2.60000 60.418 47.202 
2.70000 61.112 47.663 
2.80000 61.796 48.118 
2.90000 62.470 48.567 
3.00000 63.136 49.011 
3.10000 63.794 49.450 
3.20000 64.445 49.885 
3.30000 65.091 50.318 
3.40000 65.732 50.747 
3.50000 66.368 51.174 
3.60000 67.001 51.599 
3.70000 67.630 52.022 
3.80000 68.258 52.445 
3.90000 68.884 52.866 
4.00000 69.509 53.288 
4.10000 70.134 53.710 
4.20000 70.759 54.133 
4.30000 71.386 54.557 
4.40000 72.013 54.982 
4.50000 72.643 55.409 
4.60000 73.275 55.837 
4.70000 73.910 56.269 
4.80000 74.548 56.702 
4.90000 75.190 57.138 
5.00000 75.834 57.577 
5.10000 76.482 58.018 
5.20000 77.132 58.462 
5.30000 77.785 58.907 
5.40000 78.440 59.354 
5.50000 79.098 59.803 
5.60000 79.758 60.254 
5.70000 80.419 60.706 
5.80000 81.082 61.159 
5.90000 81.748 61.615 
6.00000 82.414 62.071 
6.10000 83.082 62.528 
6.20000 83.751 62.986 
6.30000 84.422 63.446 
6.40000 85.093 63.906 
6.50000 85.766 64.368 
6.60000 86.440 64.830 
6.70000 87.114 65.292 
6.80000 87.789 65.756 
6.90000 88.464 66.219 
7.00000 89.140 66.684 
7.10000 89.816 67.148 
7.20000 90.492 67.613 
7.30000 91.169 68.078 
7.40000 91.845 68.543 
7.50000 92.404 68.928 
7.60000 92.218 68.808 
7.70000 93.084 69.401 
7.80000 93.952 69.997 
7.90000 94.824 70.595 
8.00000 95.697 71.195 
8.10000 96.574 71.796 
8.20000 97.452 72.399 
8.30000 98.333 73.004 
8.40000 99.216 73.610 
8.50000 100.101 74.218 
8.60000 100.988 74.827 
8.70000 101.877 75.438 
8.80000 102.767 76.050 
8.90000 103.660 76.663 
9.00000 104.554 77.278 
9.10000 105.449 77.893 
9.20000 106.347 78.510 
9.30000 107.245 79.128 
9.40000 108.145 79.747 
9.50000 109.046 80.367 
9.60000 109.949 80.988 
9.70000 110.852 81.610 
9.80000 111.757 82.232 
9.90000 112.663 82.856 
10.00000 113.570 83.480 
