# t[days] FUV NUV
0.50000 25.911 24.174 
0.60000 26.309 24.351 
0.70000 26.748 24.575 
0.80000 27.236 24.847 
0.90000 27.761 25.156 
1.00000 28.303 25.486 
1.10000 28.853 25.827 
1.20000 29.406 26.174 
1.30000 29.990 26.544 
1.40000 30.692 26.986 
1.50000 31.403 27.439 
1.60000 32.121 27.899 
1.70000 32.844 28.366 
1.80000 33.570 28.837 
1.90000 34.297 29.311 
2.00000 35.025 29.787 
2.10000 35.751 30.264 
2.20000 36.476 30.741 
2.30000 37.198 31.219 
2.40000 37.916 31.695 
2.50000 38.631 32.169 
2.60000 39.341 32.642 
2.70000 40.047 33.112 
2.80000 40.789 33.607 
2.90000 41.570 34.127 
3.00000 42.350 34.648 
3.10000 43.131 35.169 
3.20000 43.911 35.691 
3.30000 44.691 36.213 
3.40000 45.469 36.734 
3.50000 46.246 37.256 
3.60000 47.021 37.776 
3.70000 47.794 38.296 
3.80000 48.565 38.815 
3.90000 49.334 39.333 
4.00000 50.101 39.849 
4.10000 50.866 40.365 
4.20000 51.628 40.879 
4.30000 52.387 41.392 
4.40000 53.144 41.903 
4.50000 53.899 42.413 
4.60000 54.650 42.922 
4.70000 55.399 43.428 
4.80000 56.146 43.934 
4.90000 56.890 44.438 
5.00000 57.632 44.940 
5.10000 58.371 45.441 
5.20000 59.107 45.941 
5.30000 59.841 46.439 
5.40000 60.573 46.936 
5.50000 61.302 47.431 
5.60000 62.029 47.925 
5.70000 62.754 48.417 
5.80000 63.477 48.908 
5.90000 64.197 49.398 
6.00000 64.915 49.887 
6.10000 65.631 50.374 
6.20000 66.345 50.860 
6.30000 67.057 51.344 
6.40000 67.767 51.828 
6.50000 68.475 52.310 
6.60000 69.181 52.791 
6.70000 69.885 53.271 
6.80000 70.588 53.750 
6.90000 71.288 54.228 
7.00000 71.987 54.704 
7.10000 72.684 55.180 
7.20000 73.380 55.655 
7.30000 74.074 56.128 
7.40000 74.766 56.601 
7.50000 75.456 57.072 
7.60000 76.145 57.543 
7.70000 76.833 58.013 
7.80000 77.519 58.481 
7.90000 78.204 58.949 
8.00000 78.887 59.416 
8.10000 79.568 59.882 
8.20000 80.248 60.347 
8.30000 80.927 60.811 
8.40000 81.605 61.274 
8.50000 82.281 61.737 
8.60000 82.956 62.199 
8.70000 83.629 62.660 
8.80000 84.301 63.120 
8.90000 84.972 63.579 
9.00000 85.642 64.038 
9.10000 86.311 64.495 
9.20000 86.978 64.952 
9.30000 87.645 65.409 
9.40000 88.310 65.864 
9.50000 88.974 66.319 
9.60000 89.636 66.773 
9.70000 90.298 67.227 
9.80000 90.959 67.680 
9.90000 91.618 68.132 
10.00000 92.277 68.583 
