# t[days] FUV NUV
0.50000 28.118 25.898 
0.60000 28.735 26.210 
0.70000 29.405 26.578 
0.80000 30.110 26.984 
0.90000 30.830 27.411 
1.00000 31.557 27.851 
1.10000 32.309 28.313 
1.20000 33.061 28.779 
1.30000 33.805 29.245 
1.40000 34.538 29.707 
1.50000 35.257 30.163 
1.60000 35.959 30.609 
1.70000 36.641 31.045 
1.80000 37.304 31.470 
1.90000 37.953 31.888 
2.00000 38.595 32.301 
2.10000 39.231 32.713 
2.20000 39.867 33.127 
2.30000 40.505 33.542 
2.40000 41.144 33.961 
2.50000 41.786 34.382 
2.60000 42.431 34.807 
2.70000 43.080 35.235 
2.80000 43.733 35.668 
2.90000 44.391 36.104 
3.00000 45.052 36.544 
3.10000 45.718 36.987 
3.20000 46.387 37.433 
3.30000 47.059 37.883 
3.40000 47.734 38.335 
3.50000 48.412 38.790 
3.60000 49.093 39.247 
3.70000 49.777 39.707 
3.80000 50.463 40.169 
3.90000 51.150 40.632 
4.00000 51.839 41.097 
4.10000 52.528 41.563 
4.20000 53.218 42.029 
4.30000 53.909 42.497 
4.40000 54.635 42.988 
4.50000 55.401 43.506 
4.60000 56.169 44.026 
4.70000 56.941 44.548 
4.80000 57.715 45.073 
4.90000 58.491 45.599 
5.00000 59.270 46.128 
5.10000 60.050 46.657 
5.20000 60.831 47.188 
5.30000 61.614 47.720 
5.40000 62.398 48.253 
5.50000 63.182 48.786 
5.60000 63.967 49.321 
5.70000 64.753 49.855 
5.80000 65.539 50.391 
5.90000 66.324 50.926 
6.00000 67.110 51.461 
6.10000 67.895 51.996 
6.20000 68.680 52.532 
6.30000 69.464 53.067 
6.40000 70.248 53.601 
6.50000 71.031 54.136 
6.60000 71.813 54.670 
6.70000 72.594 55.204 
6.80000 73.375 55.737 
6.90000 74.154 56.269 
7.00000 74.932 56.801 
7.10000 75.709 57.332 
7.20000 76.484 57.862 
7.30000 77.258 58.391 
7.40000 78.031 58.920 
7.50000 78.802 59.447 
7.60000 79.571 59.974 
7.70000 80.339 60.499 
7.80000 81.105 61.024 
7.90000 81.870 61.547 
8.00000 82.633 62.070 
8.10000 83.395 62.592 
8.20000 84.155 63.112 
8.30000 84.914 63.632 
8.40000 85.671 64.151 
8.50000 86.426 64.668 
8.60000 87.180 65.185 
8.70000 87.932 65.700 
8.80000 88.682 66.215 
8.90000 89.431 66.728 
9.00000 90.178 67.241 
9.10000 90.924 67.752 
9.20000 91.668 68.263 
9.30000 92.411 68.772 
9.40000 93.152 69.281 
9.50000 93.891 69.788 
9.60000 94.629 70.294 
9.70000 95.365 70.799 
9.80000 96.099 71.304 
9.90000 96.832 71.807 
10.00000 97.564 72.309 
