# t[days] FUV NUV
0.50000 40.180 34.025 
0.60000 40.402 34.059 
0.70000 40.776 34.217 
0.80000 41.228 34.443 
0.90000 41.710 34.701 
1.00000 42.209 34.979 
1.10000 42.713 35.267 
1.20000 43.211 35.557 
1.30000 43.704 35.848 
1.40000 44.190 36.137 
1.50000 44.664 36.422 
1.60000 45.128 36.704 
1.70000 45.581 36.979 
1.80000 46.028 37.253 
1.90000 46.469 37.525 
2.00000 46.910 37.799 
2.10000 47.351 38.075 
2.20000 47.793 38.353 
2.30000 48.239 38.635 
2.40000 48.688 38.920 
2.50000 49.140 39.209 
2.60000 49.595 39.500 
2.70000 50.052 39.795 
2.80000 50.511 40.092 
2.90000 50.973 40.391 
3.00000 51.437 40.693 
3.10000 51.903 40.997 
3.20000 52.370 41.302 
3.30000 52.837 41.608 
3.40000 53.303 41.914 
3.50000 53.767 42.219 
3.60000 54.229 42.523 
3.70000 54.687 42.826 
3.80000 55.142 43.126 
3.90000 55.592 43.424 
4.00000 56.038 43.719 
4.10000 56.479 44.011 
4.20000 56.914 44.300 
4.30000 57.346 44.586 
4.40000 57.773 44.871 
4.50000 58.198 45.153 
4.60000 58.619 45.433 
4.70000 59.038 45.712 
4.80000 59.455 45.990 
4.90000 59.870 46.267 
5.00000 60.283 46.543 
5.10000 60.695 46.819 
5.20000 61.106 47.094 
5.30000 61.516 47.368 
5.40000 61.925 47.643 
5.50000 62.335 47.918 
5.60000 62.744 48.192 
5.70000 63.153 48.467 
5.80000 63.562 48.743 
5.90000 63.972 49.018 
6.00000 64.382 49.295 
6.10000 64.793 49.572 
6.20000 65.204 49.849 
6.30000 65.617 50.128 
6.40000 66.030 50.407 
6.50000 66.444 50.687 
6.60000 66.860 50.969 
6.70000 67.277 51.251 
6.80000 67.696 51.535 
6.90000 68.116 51.819 
7.00000 68.537 52.105 
7.10000 68.961 52.392 
7.20000 69.385 52.681 
7.30000 69.811 52.970 
7.40000 70.239 53.261 
7.50000 70.668 53.553 
7.60000 71.098 53.845 
7.70000 71.529 54.139 
7.80000 71.961 54.433 
7.90000 72.395 54.729 
8.00000 72.829 55.025 
8.10000 73.265 55.322 
8.20000 73.701 55.620 
8.30000 74.139 55.918 
8.40000 74.577 56.217 
8.50000 75.016 56.517 
8.60000 75.456 56.818 
8.70000 75.897 57.119 
8.80000 76.338 57.421 
8.90000 76.780 57.723 
9.00000 77.223 58.026 
9.10000 77.667 58.330 
9.20000 78.111 58.634 
9.30000 78.556 58.938 
9.40000 79.001 59.243 
9.50000 79.447 59.548 
9.60000 79.893 59.854 
9.70000 80.340 60.161 
9.80000 80.788 60.467 
9.90000 81.236 60.774 
10.00000 81.684 61.082 
