# t[days] FUV NUV
0.50000 29.089 26.485 
0.60000 29.433 26.644 
0.70000 29.795 26.833 
0.80000 30.176 27.046 
0.90000 30.575 27.280 
1.00000 30.981 27.525 
1.10000 31.382 27.771 
1.20000 31.818 28.040 
1.30000 32.317 28.348 
1.40000 32.805 28.653 
1.50000 33.283 28.953 
1.60000 33.753 29.251 
1.70000 34.218 29.547 
1.80000 34.679 29.844 
1.90000 35.140 30.142 
2.00000 35.602 30.442 
2.10000 36.066 30.745 
2.20000 36.533 31.052 
2.30000 37.003 31.361 
2.40000 37.475 31.674 
2.50000 37.950 31.989 
2.60000 38.427 32.306 
2.70000 38.906 32.626 
2.80000 39.388 32.948 
2.90000 39.871 33.271 
3.00000 40.355 33.596 
3.10000 40.841 33.923 
3.20000 41.326 34.249 
3.30000 41.812 34.577 
3.40000 42.296 34.904 
3.50000 42.782 35.232 
3.60000 43.265 35.558 
3.70000 43.748 35.885 
3.80000 44.228 36.211 
3.90000 44.708 36.536 
4.00000 45.340 36.960 
4.10000 45.992 37.397 
4.20000 46.645 37.835 
4.30000 47.299 38.275 
4.40000 47.953 38.714 
4.50000 48.607 39.155 
4.60000 49.261 39.595 
4.70000 49.915 40.036 
4.80000 50.568 40.477 
4.90000 51.221 40.917 
5.00000 51.872 41.357 
5.10000 52.523 41.796 
5.20000 53.172 42.235 
5.30000 53.820 42.673 
5.40000 54.466 43.110 
5.50000 55.111 43.546 
5.60000 55.754 43.982 
5.70000 56.394 44.416 
5.80000 57.033 44.849 
5.90000 57.670 45.281 
6.00000 58.305 45.711 
6.10000 58.938 46.141 
6.20000 59.569 46.569 
6.30000 60.198 46.996 
6.40000 60.825 47.422 
6.50000 61.450 47.846 
6.60000 62.074 48.270 
6.70000 62.695 48.692 
6.80000 63.314 49.113 
6.90000 63.932 49.533 
7.00000 64.547 49.951 
7.10000 65.161 50.369 
7.20000 65.772 50.785 
7.30000 66.382 51.200 
7.40000 66.990 51.614 
7.50000 67.597 52.027 
7.60000 68.201 52.439 
7.70000 68.804 52.850 
7.80000 69.405 53.260 
7.90000 70.005 53.668 
8.00000 70.603 54.076 
8.10000 71.199 54.483 
8.20000 71.794 54.888 
8.30000 72.387 55.293 
8.40000 72.979 55.697 
8.50000 73.570 56.100 
8.60000 74.159 56.502 
8.70000 74.746 56.903 
8.80000 75.333 57.303 
8.90000 75.918 57.703 
9.00000 76.501 58.101 
9.10000 77.084 58.499 
9.20000 77.665 58.896 
9.30000 78.245 59.292 
9.40000 78.823 59.688 
9.50000 79.401 60.083 
9.60000 79.977 60.477 
9.70000 80.552 60.870 
9.80000 81.127 61.263 
9.90000 81.700 61.655 
10.00000 82.272 62.046 
