# t[days] FUV NUV
0.50000 38.086 32.923 
0.60000 38.621 33.175 
0.70000 39.200 33.476 
0.80000 39.791 33.800 
0.90000 40.388 34.137 
1.00000 41.004 34.497 
1.10000 41.653 34.886 
1.20000 42.341 35.307 
1.30000 43.061 35.756 
1.40000 43.800 36.222 
1.50000 44.547 36.697 
1.60000 45.294 37.175 
1.70000 46.036 37.652 
1.80000 46.772 38.127 
1.90000 47.503 38.601 
2.00000 48.228 39.072 
2.10000 48.946 39.540 
2.20000 49.659 40.006 
2.30000 50.370 40.473 
2.40000 51.083 40.942 
2.50000 51.802 41.417 
2.60000 52.531 41.899 
2.70000 53.271 42.390 
2.80000 54.025 42.892 
2.90000 54.794 43.405 
3.00000 55.576 43.929 
3.10000 56.372 44.462 
3.20000 57.179 45.004 
3.30000 57.997 45.554 
3.40000 58.824 46.111 
3.50000 59.661 46.676 
3.60000 60.505 47.247 
3.70000 61.358 47.823 
3.80000 62.217 48.405 
3.90000 63.083 48.992 
4.00000 63.955 49.584 
4.10000 64.832 50.180 
4.20000 65.715 50.779 
4.30000 66.602 51.383 
4.40000 66.971 51.640 
4.50000 67.930 52.292 
4.60000 68.896 52.950 
4.70000 69.870 53.613 
4.80000 70.850 54.281 
4.90000 71.836 54.953 
5.00000 72.828 55.630 
5.10000 73.825 56.310 
5.20000 74.826 56.994 
5.30000 75.833 57.682 
5.40000 76.843 58.372 
5.50000 77.856 59.065 
5.60000 78.873 59.760 
5.70000 79.893 60.458 
5.80000 80.915 61.158 
5.90000 81.939 61.859 
6.00000 82.966 62.562 
6.10000 83.993 63.266 
6.20000 85.023 63.971 
6.30000 86.053 64.677 
6.40000 87.084 65.384 
6.50000 88.116 66.092 
6.60000 89.149 66.800 
6.70000 90.181 67.508 
6.80000 91.214 68.217 
6.90000 92.247 68.926 
7.00000 93.279 69.634 
7.10000 94.311 70.343 
7.20000 95.342 71.051 
7.30000 96.372 71.758 
7.40000 97.401 72.465 
7.50000 98.430 73.172 
7.60000 99.457 73.877 
7.70000 100.482 74.582 
7.80000 101.506 75.286 
7.90000 102.528 75.989 
8.00000 103.549 76.691 
8.10000 104.569 77.392 
8.20000 105.586 78.091 
8.30000 106.602 78.790 
8.40000 107.616 79.488 
8.50000 108.628 80.184 
8.60000 109.639 80.879 
8.70000 110.647 81.573 
8.80000 111.654 82.266 
8.90000 112.659 82.957 
9.00000 113.662 83.648 
9.10000 114.662 84.336 
9.20000 115.661 85.024 
9.30000 116.658 85.710 
9.40000 117.652 86.395 
9.50000 118.645 87.078 
9.60000 119.635 87.760 
9.70000 120.623 88.441 
9.80000 121.609 89.120 
9.90000 122.593 89.798 
10.00000 123.574 90.474 
