# t[days] FUV NUV
0.50000 27.908 25.701 
0.60000 28.292 25.885 
0.70000 28.694 26.100 
0.80000 29.109 26.335 
0.90000 29.536 26.588 
1.00000 29.980 26.858 
1.10000 30.444 27.148 
1.20000 30.927 27.454 
1.30000 31.425 27.773 
1.40000 32.002 28.143 
1.50000 32.618 28.540 
1.60000 33.241 28.945 
1.70000 33.867 29.355 
1.80000 34.497 29.769 
1.90000 35.128 30.185 
2.00000 35.758 30.603 
2.10000 36.386 31.020 
2.20000 37.011 31.437 
2.30000 37.752 31.927 
2.40000 38.550 32.454 
2.50000 39.351 32.984 
2.60000 40.155 33.517 
2.70000 40.960 34.052 
2.80000 41.765 34.589 
2.90000 42.570 35.125 
3.00000 43.373 35.662 
3.10000 44.175 36.198 
3.20000 44.974 36.733 
3.30000 45.771 37.266 
3.40000 46.564 37.799 
3.50000 47.355 38.330 
3.60000 48.142 38.859 
3.70000 48.926 39.386 
3.80000 49.707 39.911 
3.90000 50.483 40.434 
4.00000 51.256 40.956 
4.10000 52.026 41.475 
4.20000 52.792 41.992 
4.30000 53.555 42.507 
4.40000 54.314 43.020 
4.50000 55.071 43.531 
4.60000 55.824 44.040 
4.70000 56.574 44.548 
4.80000 57.320 45.053 
4.90000 58.064 45.557 
5.00000 58.805 46.059 
5.10000 59.543 46.560 
5.20000 60.279 47.058 
5.30000 61.011 47.556 
5.40000 61.742 48.051 
5.50000 62.469 48.545 
5.60000 63.195 49.038 
5.70000 63.918 49.529 
5.80000 64.638 50.019 
5.90000 65.357 50.508 
6.00000 66.073 50.995 
6.10000 66.787 51.481 
6.20000 67.499 51.965 
6.30000 68.209 52.449 
6.40000 68.918 52.931 
6.50000 69.624 53.412 
6.60000 70.328 53.892 
6.70000 71.031 54.371 
6.80000 71.732 54.849 
6.90000 72.431 55.325 
7.00000 73.128 55.801 
7.10000 73.824 56.275 
7.20000 74.518 56.749 
7.30000 75.210 57.222 
7.40000 75.901 57.693 
7.50000 76.591 58.164 
7.60000 77.278 58.634 
7.70000 77.965 59.103 
7.80000 78.650 59.570 
7.90000 79.333 60.038 
8.00000 80.015 60.504 
8.10000 80.696 60.969 
8.20000 81.376 61.434 
8.30000 82.054 61.897 
8.40000 82.730 62.360 
8.50000 83.406 62.822 
8.60000 84.080 63.284 
8.70000 84.753 63.744 
8.80000 85.425 64.204 
8.90000 86.095 64.663 
9.00000 86.765 65.121 
9.10000 87.433 65.578 
9.20000 88.100 66.035 
9.30000 88.766 66.491 
9.40000 89.430 66.947 
9.50000 90.094 67.401 
9.60000 90.757 67.855 
9.70000 91.418 68.309 
9.80000 92.079 68.761 
9.90000 92.738 69.213 
10.00000 93.396 69.665 
