# t[days] FUV NUV
0.50000 45.703 37.370 
0.60000 46.713 37.954 
0.70000 47.695 38.538 
0.80000 48.559 39.053 
0.90000 49.269 39.473 
1.00000 49.839 39.803 
1.10000 50.308 40.070 
1.20000 50.701 40.290 
1.30000 51.037 40.475 
1.40000 51.330 40.635 
1.50000 51.598 40.780 
1.60000 51.865 40.928 
1.70000 52.151 41.092 
1.80000 52.469 41.281 
1.90000 52.829 41.501 
2.00000 53.238 41.757 
2.10000 53.699 42.051 
2.20000 54.197 42.372 
2.30000 54.715 42.709 
2.40000 55.239 43.052 
2.50000 55.757 43.391 
2.60000 56.259 43.720 
2.70000 56.737 44.034 
2.80000 57.186 44.329 
2.90000 57.601 44.600 
3.00000 57.977 44.845 
3.10000 58.321 45.069 
3.20000 58.640 45.276 
3.30000 58.940 45.470 
3.40000 59.226 45.656 
3.50000 59.503 45.835 
3.60000 59.775 46.012 
3.70000 60.045 46.188 
3.80000 60.317 46.366 
3.90000 60.594 46.547 
4.00000 60.876 46.733 
4.10000 61.168 46.925 
4.20000 61.470 47.125 
4.30000 61.781 47.332 
4.40000 62.102 47.546 
4.50000 62.432 47.766 
4.60000 62.770 47.993 
4.70000 63.116 48.225 
4.80000 63.470 48.462 
4.90000 63.830 48.705 
5.00000 64.198 48.953 
5.10000 64.572 49.205 
5.20000 64.952 49.463 
5.30000 65.339 49.724 
5.40000 65.731 49.990 
5.50000 66.128 50.259 
5.60000 66.531 50.533 
5.70000 66.939 50.810 
5.80000 67.352 51.091 
5.90000 67.770 51.376 
6.00000 68.192 51.663 
6.10000 68.618 51.954 
6.20000 69.049 52.247 
6.30000 69.483 52.544 
6.40000 69.921 52.843 
6.50000 70.362 53.144 
6.60000 70.806 53.448 
6.70000 71.254 53.754 
6.80000 71.704 54.062 
6.90000 72.119 54.347 
7.00000 69.570 52.638 
7.10000 67.025 50.936 
7.20000 65.443 49.882 
7.30000 64.610 49.330 
7.40000 65.166 49.707 
7.50000 65.725 50.087 
7.60000 66.287 50.470 
7.70000 66.853 50.855 
7.80000 67.423 51.242 
7.90000 67.995 51.632 
8.00000 68.570 52.024 
8.10000 69.149 52.418 
8.20000 69.730 52.815 
8.30000 70.315 53.213 
8.40000 70.902 53.614 
8.50000 71.492 54.016 
8.60000 72.085 54.421 
8.70000 72.680 54.828 
8.80000 73.278 55.236 
8.90000 73.878 55.646 
9.00000 74.481 56.058 
9.10000 75.087 56.472 
9.20000 75.695 56.888 
9.30000 76.305 57.305 
9.40000 76.917 57.724 
9.50000 77.532 58.145 
9.60000 78.149 58.567 
9.70000 78.768 58.991 
9.80000 79.390 59.416 
9.90000 80.013 59.843 
10.00000 80.638 60.272 
