# t[days] FUV NUV
0.50000 39.437 33.950 
0.60000 41.643 35.366 
0.70000 43.746 36.729 
0.80000 45.682 37.990 
0.90000 47.433 39.132 
1.00000 49.013 40.165 
1.10000 50.436 41.095 
1.20000 51.724 41.937 
1.30000 52.907 42.710 
1.40000 54.006 43.429 
1.50000 55.040 44.107 
1.60000 56.024 44.752 
1.70000 56.967 45.373 
1.80000 57.877 45.972 
1.90000 58.763 46.557 
2.00000 59.628 47.130 
2.10000 60.477 47.693 
2.20000 61.310 48.246 
2.30000 62.125 48.789 
2.40000 62.922 49.320 
2.50000 63.701 49.840 
2.60000 64.462 50.349 
2.70000 65.204 50.845 
2.80000 65.928 51.330 
2.90000 66.634 51.803 
3.00000 67.326 52.268 
3.10000 68.004 52.723 
3.20000 68.671 53.171 
3.30000 69.327 53.613 
3.40000 69.975 54.049 
3.50000 70.615 54.480 
3.60000 71.248 54.908 
3.70000 71.875 55.331 
3.80000 72.498 55.752 
3.90000 73.116 56.171 
4.00000 73.731 56.587 
4.10000 74.344 57.002 
4.20000 74.955 57.417 
4.30000 75.565 57.831 
4.40000 76.174 58.245 
4.50000 76.783 58.659 
4.60000 77.393 59.073 
4.70000 78.003 59.489 
4.80000 78.614 59.905 
4.90000 79.227 60.323 
5.00000 79.842 60.743 
5.10000 80.459 61.164 
5.20000 81.078 61.587 
5.30000 81.699 62.011 
5.40000 82.322 62.438 
5.50000 82.947 62.865 
5.60000 83.574 63.294 
5.70000 84.202 63.724 
5.80000 84.832 64.155 
5.90000 85.463 64.588 
6.00000 86.096 65.022 
6.10000 86.730 65.456 
6.20000 87.364 65.892 
6.30000 88.000 66.328 
6.40000 88.637 66.765 
6.50000 89.275 67.204 
6.60000 89.914 67.642 
6.70000 90.553 68.082 
6.80000 91.194 68.522 
6.90000 91.835 68.962 
7.00000 92.476 69.404 
7.10000 93.119 69.845 
7.20000 93.761 70.287 
7.30000 94.404 70.729 
7.40000 95.047 71.172 
7.50000 95.690 71.615 
7.60000 96.333 72.057 
7.70000 96.976 72.500 
7.80000 97.618 72.943 
7.90000 98.261 73.385 
8.00000 98.903 73.828 
8.10000 99.545 74.270 
8.20000 100.186 74.712 
8.30000 100.887 75.194 
8.40000 101.774 75.803 
8.50000 102.664 76.414 
8.60000 103.555 77.026 
8.70000 104.448 77.640 
8.80000 105.342 78.255 
8.90000 106.238 78.871 
9.00000 107.136 79.488 
9.10000 108.035 80.106 
9.20000 108.935 80.725 
9.30000 109.837 81.345 
9.40000 110.740 81.966 
9.50000 111.643 82.588 
9.60000 112.548 83.210 
9.70000 113.454 83.834 
9.80000 114.361 84.458 
9.90000 115.269 85.083 
10.00000 116.178 85.708 
