# t[days] FUV NUV
0.50000 33.364 29.475 
0.60000 34.738 30.323 
0.70000 36.143 31.211 
0.80000 37.604 32.146 
0.90000 39.093 33.106 
1.00000 40.520 34.030 
1.10000 41.870 34.908 
1.20000 43.143 35.738 
1.30000 44.338 36.518 
1.40000 45.463 37.254 
1.50000 46.531 37.953 
1.60000 47.550 38.621 
1.70000 48.528 39.264 
1.80000 49.473 39.885 
1.90000 50.389 40.489 
2.00000 51.280 41.078 
2.10000 52.149 41.653 
2.20000 53.000 42.217 
2.30000 53.834 42.770 
2.40000 54.650 43.313 
2.50000 55.449 43.844 
2.60000 56.230 44.364 
2.70000 56.992 44.873 
2.80000 57.736 45.369 
2.90000 58.462 45.854 
3.00000 59.171 46.328 
3.10000 59.867 46.794 
3.20000 60.551 47.252 
3.30000 61.226 47.705 
3.40000 61.894 48.153 
3.50000 62.556 48.598 
3.60000 63.214 49.041 
3.70000 63.871 49.483 
3.80000 64.526 49.924 
3.90000 65.180 50.366 
4.00000 65.835 50.808 
4.10000 66.488 51.250 
4.20000 67.142 51.693 
4.30000 67.796 52.136 
4.40000 68.450 52.579 
4.50000 69.105 53.024 
4.60000 69.761 53.469 
4.70000 70.417 53.915 
4.80000 71.074 54.362 
4.90000 71.731 54.809 
5.00000 72.390 55.258 
5.10000 73.050 55.707 
5.20000 73.710 56.158 
5.30000 74.372 56.609 
5.40000 75.034 57.061 
5.50000 75.696 57.513 
5.60000 76.360 57.967 
5.70000 77.024 58.421 
5.80000 77.688 58.875 
5.90000 78.353 59.330 
6.00000 79.018 59.785 
6.10000 79.684 60.241 
6.20000 80.350 60.698 
6.30000 81.017 61.154 
6.40000 81.684 61.611 
6.50000 82.351 62.069 
6.60000 83.018 62.527 
6.70000 83.685 62.984 
6.80000 84.353 63.442 
6.90000 85.020 63.900 
7.00000 85.686 64.358 
7.10000 86.353 64.816 
7.20000 87.018 65.273 
7.30000 87.683 65.730 
7.40000 88.347 66.186 
7.50000 89.011 66.642 
7.60000 89.673 67.098 
7.70000 90.334 67.553 
7.80000 90.995 68.007 
7.90000 91.654 68.461 
8.00000 92.312 68.914 
8.10000 93.135 69.478 
8.20000 93.989 70.064 
8.30000 94.844 70.651 
8.40000 95.701 71.239 
8.50000 96.559 71.828 
8.60000 97.418 72.418 
8.70000 98.279 73.009 
8.80000 99.140 73.601 
8.90000 100.002 74.193 
9.00000 100.866 74.786 
9.10000 101.730 75.380 
9.20000 102.594 75.974 
9.30000 103.460 76.569 
9.40000 104.326 77.165 
9.50000 105.192 77.761 
9.60000 106.059 78.357 
9.70000 106.927 78.953 
9.80000 107.794 79.550 
9.90000 108.662 80.147 
10.00000 109.531 80.745 
