# t[days] FUV NUV
0.50000 34.190 30.164 
0.60000 34.436 30.231 
0.70000 34.867 30.446 
0.80000 35.343 30.707 
0.90000 35.778 30.951 
1.00000 36.162 31.168 
1.10000 36.520 31.373 
1.20000 36.872 31.579 
1.30000 37.229 31.794 
1.40000 37.602 32.022 
1.50000 37.995 32.267 
1.60000 38.413 32.533 
1.70000 38.820 32.795 
1.80000 38.872 32.839 
1.90000 39.028 32.950 
2.00000 39.259 33.109 
2.10000 39.543 33.305 
2.20000 39.871 33.528 
2.30000 40.232 33.775 
2.40000 40.620 34.039 
2.50000 41.031 34.319 
2.60000 41.460 34.611 
2.70000 41.903 34.912 
2.80000 42.358 35.222 
2.90000 42.959 35.626 
3.00000 43.721 36.134 
3.10000 44.492 36.649 
3.20000 45.271 37.169 
3.30000 46.055 37.695 
3.40000 46.845 38.224 
3.50000 47.640 38.758 
3.60000 48.437 39.294 
3.70000 49.238 39.833 
3.80000 50.040 40.374 
3.90000 50.844 40.915 
4.00000 51.648 41.458 
4.10000 52.452 42.001 
4.20000 53.256 42.544 
4.30000 54.058 43.087 
4.40000 54.860 43.629 
4.50000 55.660 44.171 
4.60000 56.458 44.712 
4.70000 57.254 45.252 
4.80000 58.049 45.790 
4.90000 58.841 46.328 
5.00000 59.631 46.864 
5.10000 60.419 47.399 
5.20000 61.204 47.932 
5.30000 61.986 48.463 
5.40000 62.765 48.993 
5.50000 63.541 49.521 
5.60000 64.315 50.047 
5.70000 65.085 50.572 
5.80000 65.853 51.095 
5.90000 66.619 51.616 
6.00000 67.381 52.135 
6.10000 68.141 52.653 
6.20000 68.898 53.169 
6.30000 69.653 53.683 
6.40000 70.405 54.196 
6.50000 71.155 54.707 
6.60000 71.902 55.217 
6.70000 72.646 55.725 
6.80000 73.388 56.231 
6.90000 74.128 56.736 
7.00000 74.865 57.239 
7.10000 75.600 57.741 
7.20000 76.333 58.242 
7.30000 77.063 58.741 
7.40000 77.792 59.238 
7.50000 78.518 59.735 
7.60000 79.242 60.230 
7.70000 79.964 60.723 
7.80000 80.684 61.216 
7.90000 81.402 61.707 
8.00000 82.119 62.197 
8.10000 82.833 62.686 
8.20000 83.546 63.173 
8.30000 84.257 63.660 
8.40000 84.966 64.145 
8.50000 85.673 64.630 
8.60000 86.379 65.113 
8.70000 87.083 65.595 
8.80000 87.785 66.076 
8.90000 88.486 66.556 
9.00000 89.185 67.035 
9.10000 89.883 67.513 
9.20000 90.579 67.990 
9.30000 91.274 68.467 
9.40000 91.968 68.942 
9.50000 92.660 69.416 
9.60000 93.350 69.890 
9.70000 94.040 70.362 
9.80000 94.728 70.834 
9.90000 95.414 71.305 
10.00000 96.100 71.775 
