# t[days] FUV NUV
0.50000 29.131 26.244 
0.60000 29.577 26.458 
0.70000 30.001 26.676 
0.80000 30.418 26.903 
0.90000 30.826 27.134 
1.00000 31.221 27.363 
1.10000 31.603 27.590 
1.20000 32.022 27.842 
1.30000 32.512 28.139 
1.40000 32.990 28.433 
1.50000 33.457 28.723 
1.60000 33.910 29.006 
1.70000 34.348 29.281 
1.80000 34.770 29.548 
1.90000 35.176 29.805 
2.00000 35.565 30.052 
2.10000 35.943 30.293 
2.20000 36.311 30.529 
2.30000 36.671 30.760 
2.40000 37.025 30.989 
2.50000 37.375 31.216 
2.60000 37.723 31.441 
2.70000 38.068 31.666 
2.80000 38.413 31.892 
2.90000 38.758 32.118 
3.00000 39.104 32.346 
3.10000 39.452 32.576 
3.20000 39.802 32.807 
3.30000 40.154 33.041 
3.40000 40.510 33.277 
3.50000 40.868 33.516 
3.60000 41.228 33.756 
3.70000 41.591 33.999 
3.80000 41.956 34.243 
3.90000 42.324 34.490 
4.00000 42.693 34.738 
4.10000 43.065 34.988 
4.20000 43.438 35.240 
4.30000 43.814 35.493 
4.40000 44.191 35.748 
4.50000 44.570 36.004 
4.60000 44.950 36.261 
4.70000 45.332 36.519 
4.80000 45.714 36.779 
4.90000 46.098 37.039 
5.00000 46.482 37.299 
5.10000 46.867 37.561 
5.20000 47.252 37.822 
5.30000 47.639 38.085 
5.40000 48.024 38.347 
5.50000 48.411 38.611 
5.60000 48.798 38.874 
5.70000 49.184 39.137 
5.80000 49.570 39.400 
5.90000 49.956 39.663 
6.00000 50.341 39.926 
6.10000 50.726 40.188 
6.20000 51.110 40.450 
6.30000 51.492 40.711 
6.40000 51.874 40.972 
6.50000 52.333 41.283 
6.60000 52.861 41.640 
6.70000 53.389 41.998 
6.80000 53.918 42.356 
6.90000 54.447 42.714 
7.00000 54.976 43.073 
7.10000 55.505 43.432 
7.20000 56.034 43.791 
7.30000 56.563 44.150 
7.40000 57.093 44.509 
7.50000 57.621 44.868 
7.60000 58.150 45.227 
7.70000 58.678 45.586 
7.80000 59.206 45.944 
7.90000 59.733 46.303 
8.00000 60.260 46.661 
8.10000 60.786 47.019 
8.20000 61.312 47.376 
8.30000 61.837 47.733 
8.40000 62.361 48.090 
8.50000 62.885 48.447 
8.60000 63.407 48.802 
8.70000 63.929 49.158 
8.80000 64.450 49.512 
8.90000 64.970 49.867 
9.00000 65.489 50.220 
9.10000 66.006 50.573 
9.20000 66.523 50.925 
9.30000 67.039 51.277 
9.40000 67.553 51.628 
9.50000 68.066 51.978 
9.60000 68.578 52.327 
9.70000 69.089 52.675 
9.80000 69.598 53.023 
9.90000 70.106 53.369 
10.00000 70.613 53.715 
