# t[days] FUV NUV
0.50000 29.103 26.843 
0.60000 29.305 26.930 
0.70000 29.631 27.112 
0.80000 30.052 27.366 
0.90000 30.544 27.675 
1.00000 31.092 28.026 
1.10000 31.678 28.406 
1.20000 32.293 28.809 
1.30000 32.928 29.228 
1.40000 33.573 29.656 
1.50000 34.299 30.134 
1.60000 35.211 30.726 
1.70000 36.135 31.328 
1.80000 37.065 31.937 
1.90000 37.997 32.550 
2.00000 38.929 33.164 
2.10000 39.858 33.778 
2.20000 40.784 34.391 
2.30000 41.704 35.003 
2.40000 42.620 35.611 
2.50000 43.529 36.216 
2.60000 44.431 36.818 
2.70000 45.327 37.417 
2.80000 46.217 38.012 
2.90000 47.102 38.604 
3.00000 47.980 39.193 
3.10000 48.853 39.778 
3.20000 49.720 40.361 
3.30000 50.582 40.940 
3.40000 51.440 41.517 
3.50000 52.292 42.091 
3.60000 53.141 42.662 
3.70000 53.985 43.231 
3.80000 54.825 43.798 
3.90000 55.661 44.363 
4.00000 56.494 44.925 
4.10000 57.323 45.486 
4.20000 58.149 46.044 
4.30000 58.971 46.601 
4.40000 59.791 47.156 
4.50000 60.607 47.709 
4.60000 61.420 48.260 
4.70000 62.231 48.810 
4.80000 63.039 49.358 
4.90000 63.844 49.904 
5.00000 64.647 50.449 
5.10000 65.447 50.993 
5.20000 66.245 51.535 
5.30000 67.040 52.076 
5.40000 67.833 52.615 
5.50000 68.624 53.153 
5.60000 69.413 53.690 
5.70000 70.199 54.225 
5.80000 70.983 54.759 
5.90000 71.766 55.292 
6.00000 72.546 55.824 
6.10000 73.325 56.355 
6.20000 74.101 56.884 
6.30000 74.876 57.413 
6.40000 75.649 57.940 
6.50000 76.420 58.466 
6.60000 77.189 58.991 
6.70000 77.956 59.515 
6.80000 78.722 60.038 
6.90000 79.486 60.560 
7.00000 80.249 61.080 
7.10000 81.009 61.600 
7.20000 81.768 62.119 
7.30000 82.526 62.637 
7.40000 83.282 63.154 
7.50000 84.036 63.670 
7.60000 84.789 64.185 
7.70000 85.541 64.699 
7.80000 86.291 65.212 
7.90000 87.039 65.724 
8.00000 87.786 66.236 
8.10000 88.532 66.746 
8.20000 89.276 67.256 
8.30000 90.019 67.765 
8.40000 90.761 68.273 
8.50000 91.501 68.780 
8.60000 92.240 69.286 
8.70000 92.977 69.792 
8.80000 93.714 70.296 
8.90000 94.449 70.800 
9.00000 95.183 71.303 
9.10000 95.915 71.806 
9.20000 96.647 72.307 
9.30000 97.377 72.808 
9.40000 98.106 73.308 
9.50000 98.834 73.808 
9.60000 99.561 74.306 
9.70000 100.287 74.804 
9.80000 101.011 75.301 
9.90000 101.734 75.798 
10.00000 102.457 76.294 
