# t[days] FUV NUV
0.50000 31.397 27.872 
0.60000 32.675 28.650 
0.70000 33.910 29.419 
0.80000 35.148 30.204 
0.90000 36.407 31.015 
1.00000 37.693 31.852 
1.10000 38.998 32.711 
1.20000 40.318 33.585 
1.30000 41.645 34.470 
1.40000 42.973 35.358 
1.50000 44.459 36.353 
1.60000 46.073 37.432 
1.70000 47.701 38.525 
1.80000 49.338 39.626 
1.90000 50.979 40.732 
2.00000 52.621 41.840 
2.10000 54.261 42.949 
2.20000 55.896 44.055 
2.30000 57.524 45.159 
2.40000 59.144 46.257 
2.50000 60.755 47.351 
2.60000 62.356 48.439 
2.70000 63.947 49.521 
2.80000 65.528 50.597 
2.90000 67.099 51.667 
3.00000 68.660 52.730 
3.10000 70.211 53.787 
3.20000 71.752 54.838 
3.30000 73.283 55.883 
3.40000 74.806 56.923 
3.50000 76.320 57.957 
3.60000 77.825 58.985 
3.70000 79.322 60.009 
3.80000 80.812 61.027 
3.90000 82.293 62.041 
4.00000 83.768 63.049 
4.10000 85.235 64.054 
4.20000 86.696 65.054 
4.30000 88.150 66.050 
4.40000 89.597 67.042 
4.50000 91.039 68.030 
4.60000 92.475 69.014 
4.70000 93.905 69.995 
4.80000 95.330 70.972 
4.90000 96.749 71.946 
5.00000 98.163 72.916 
5.10000 99.572 73.883 
5.20000 100.977 74.847 
5.30000 102.376 75.808 
5.40000 103.771 76.766 
5.50000 105.161 77.721 
5.60000 106.547 78.674 
5.70000 107.929 79.623 
5.80000 109.307 80.570 
5.90000 110.680 81.514 
6.00000 112.050 82.456 
6.10000 113.416 83.395 
6.20000 114.777 84.332 
6.30000 116.136 85.266 
6.40000 117.490 86.198 
6.50000 118.841 87.128 
6.60000 120.189 88.055 
6.70000 121.533 88.980 
6.80000 122.873 89.903 
6.90000 124.211 90.823 
7.00000 125.545 91.742 
7.10000 126.876 92.659 
7.20000 128.204 93.573 
7.30000 129.529 94.486 
7.40000 130.851 95.396 
7.50000 132.170 96.305 
7.60000 133.486 97.212 
7.70000 134.799 98.116 
7.80000 136.109 99.019 
7.90000 137.416 99.920 
8.00000 138.721 100.820 
8.10000 140.023 101.717 
8.20000 141.323 102.613 
8.30000 142.620 103.507 
8.40000 143.914 104.400 
8.50000 145.206 105.291 
8.60000 146.495 106.180 
8.70000 147.782 107.067 
8.80000 149.066 107.953 
8.90000 150.348 108.838 
9.00000 151.628 109.720 
9.10000 152.905 110.602 
9.20000 154.180 111.481 
9.30000 155.453 112.360 
9.40000 156.723 113.236 
9.50000 157.991 114.112 
9.60000 159.258 114.986 
9.70000 160.522 115.858 
9.80000 161.783 116.729 
9.90000 163.043 117.599 
10.00000 164.301 118.467 
