# t[days] FUV NUV
0.50000 41.039 34.625 
0.60000 41.187 34.607 
0.70000 41.495 34.719 
0.80000 41.893 34.908 
0.90000 42.341 35.142 
1.00000 42.812 35.401 
1.10000 43.300 35.678 
1.20000 43.794 35.965 
1.30000 44.279 36.251 
1.40000 44.755 36.533 
1.50000 45.219 36.811 
1.60000 45.663 37.079 
1.70000 46.092 37.338 
1.80000 46.504 37.587 
1.90000 46.900 37.828 
2.00000 47.283 38.062 
2.10000 47.653 38.289 
2.20000 48.013 38.510 
2.30000 48.361 38.724 
2.40000 48.702 38.934 
2.50000 49.033 39.139 
2.60000 49.358 39.340 
2.70000 49.677 39.539 
2.80000 49.992 39.735 
2.90000 50.303 39.930 
3.00000 50.611 40.124 
3.10000 50.916 40.316 
3.20000 51.221 40.509 
3.30000 51.523 40.700 
3.40000 51.824 40.892 
3.50000 52.124 41.084 
3.60000 52.423 41.274 
3.70000 52.720 41.465 
3.80000 53.018 41.657 
3.90000 53.313 41.847 
4.00000 53.608 42.038 
4.10000 53.903 42.228 
4.20000 54.197 42.419 
4.30000 54.489 42.609 
4.40000 54.782 42.799 
4.50000 55.073 42.989 
4.60000 55.363 43.179 
4.70000 55.653 43.368 
4.80000 55.942 43.557 
4.90000 56.229 43.746 
5.00000 56.515 43.934 
5.10000 56.800 44.121 
5.20000 57.084 44.308 
5.30000 57.366 44.494 
5.40000 57.647 44.680 
5.50000 57.927 44.865 
5.60000 58.206 45.049 
5.70000 58.483 45.232 
5.80000 58.759 45.415 
5.90000 59.033 45.597 
6.00000 59.305 45.778 
6.10000 59.576 45.958 
6.20000 59.846 46.137 
6.30000 60.112 46.314 
6.40000 60.378 46.491 
6.50000 60.641 46.666 
6.60000 60.902 46.840 
6.70000 61.161 47.012 
6.80000 61.418 47.184 
6.90000 61.672 47.354 
7.00000 61.924 47.522 
7.10000 62.175 47.689 
7.20000 62.422 47.855 
7.30000 62.667 48.019 
7.40000 62.911 48.181 
7.50000 63.151 48.342 
7.60000 63.389 48.502 
7.70000 63.626 48.660 
7.80000 63.860 48.817 
7.90000 64.093 48.973 
8.00000 64.324 49.128 
8.10000 64.554 49.282 
8.20000 64.784 49.436 
8.30000 65.011 49.589 
8.40000 65.239 49.742 
8.50000 65.465 49.894 
8.60000 65.691 50.046 
8.70000 65.917 50.198 
8.80000 66.142 50.349 
8.90000 66.367 50.501 
9.00000 66.592 50.652 
9.10000 66.817 50.804 
9.20000 67.042 50.956 
9.30000 67.268 51.108 
9.40000 67.489 51.257 
9.50000 67.709 51.406 
9.60000 67.922 51.550 
9.70000 68.135 51.694 
9.80000 68.350 51.839 
9.90000 68.565 51.985 
10.00000 68.781 52.131 
