# t[days] FUV NUV
0.50000 28.454 25.435 
0.60000 28.803 25.588 
0.70000 29.178 25.777 
0.80000 29.565 25.989 
0.90000 29.944 26.203 
1.00000 30.303 26.412 
1.10000 30.649 26.616 
1.20000 30.993 26.823 
1.30000 31.341 27.037 
1.40000 31.698 27.260 
1.50000 32.065 27.491 
1.60000 32.439 27.730 
1.70000 32.822 27.976 
1.80000 33.211 28.228 
1.90000 33.606 28.486 
2.00000 34.005 28.747 
2.10000 34.407 29.012 
2.20000 34.810 29.278 
2.30000 35.214 29.545 
2.40000 35.617 29.812 
2.50000 36.020 30.080 
2.60000 36.419 30.346 
2.70000 36.816 30.611 
2.80000 37.210 30.873 
2.90000 37.604 31.137 
3.00000 38.012 31.409 
3.10000 38.494 31.728 
3.20000 39.036 32.086 
3.30000 39.574 32.442 
3.40000 40.109 32.796 
3.50000 40.639 33.147 
3.60000 41.165 33.496 
3.70000 41.686 33.841 
3.80000 42.201 34.183 
3.90000 42.710 34.522 
4.00000 43.214 34.857 
4.10000 43.712 35.188 
4.20000 44.204 35.516 
4.30000 44.691 35.841 
4.40000 45.162 36.155 
4.50000 45.624 36.463 
4.60000 46.082 36.769 
4.70000 46.536 37.073 
4.80000 46.986 37.374 
4.90000 47.434 37.673 
5.00000 47.878 37.971 
5.10000 48.320 38.267 
5.20000 48.760 38.562 
5.30000 49.198 38.855 
5.40000 49.634 39.148 
5.50000 50.061 39.435 
5.60000 50.480 39.717 
5.70000 50.898 39.998 
5.80000 51.315 40.278 
5.90000 51.731 40.558 
6.00000 52.146 40.838 
6.10000 52.561 41.117 
6.20000 52.975 41.397 
6.30000 53.390 41.676 
6.40000 53.804 41.956 
6.50000 54.219 42.236 
6.60000 54.623 42.509 
6.70000 55.025 42.781 
6.80000 55.427 43.053 
6.90000 55.830 43.326 
7.00000 56.232 43.598 
7.10000 56.635 43.871 
7.20000 57.039 44.145 
7.30000 57.443 44.419 
7.40000 57.847 44.693 
7.50000 58.251 44.967 
7.60000 58.653 45.240 
7.70000 59.048 45.508 
7.80000 59.442 45.776 
7.90000 59.838 46.045 
8.00000 60.233 46.314 
8.10000 60.630 46.584 
8.20000 61.027 46.854 
8.30000 61.424 47.124 
8.40000 61.822 47.395 
8.50000 62.220 47.666 
8.60000 62.619 47.938 
8.70000 63.014 48.207 
8.80000 63.403 48.473 
8.90000 63.793 48.739 
9.00000 64.184 49.005 
9.10000 64.574 49.272 
9.20000 64.965 49.539 
9.30000 65.357 49.806 
9.40000 65.749 50.073 
9.50000 66.141 50.341 
9.60000 66.533 50.609 
9.70000 66.926 50.878 
9.80000 67.317 51.145 
9.90000 67.701 51.408 
10.00000 68.086 51.671 
